ID,Well,Date,Experiment,Name,Type,PMix ID,[PMix] (mg/mL),Ribosome ID,[Ribosome] (uM),SMS ID,tRNA ID,[tRNA] (ug/uL),DNA ID,[DNA] (ng/uL),PMix Vol (uL),Rxn Volume (uL),[DNA] (nM),[Magnesium acetate] (mM),[Creatine phosphate] (mM),[Potassium glutamate] (mM),[ATP] (mM),[GTP] (mM),[Amino acid mix] (mM),[HEPES] (mM),[PPK] (uM),[PolyP] (mM),[CTP] (mM),[UTP] (mM),[TCEP] (mM),[Folinic acid] (mM),[Spermidine] (mM),[RNase Inhib] (U/mL),Reader Type,Reader Serial Number,Gain,Read Type,HEPES ID,Potassium glutamate ID,Magnesium acetate ID,ATP ID,GTP ID,CTP ID,UTP ID,Creatine phosphate ID,TCEP ID,Folinic acid ID,Spermidine ID,Amino acid mix ID,PolyP ID,PPK ID,[PEG4K 40%] (%),Product,RNase Inhib ID,Condition,success,sigmoid_steady_state,sigmoid_rate (1/h),sigmoid_time_offset (h),drift_rate (1/h),drift_rate_time_offset (h)
MFG-132-Ribosome-PURE-Activity-QC-D6,D6,2026-01-30 00:00:00,MFG-132-Ribosome-PURE-Activity-QC,Ribosome-AR-966-QC,Sample,AR-931,1.8,AR-966,1.8,AR-895,AR-901,3.5,AR-889,5.9,1.2,10.0,3.206521739130435,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,deGFP,Unknown,MFG,True,0.4937523927191991,4.346037857914847,0.5847650090086262,0.0036309600508363,6.015555555555555
MFG-132-Ribosome-PURE-Activity-QC-F18,F18,2026-01-30 00:00:00,MFG-132-Ribosome-PURE-Activity-QC,Positive Control,Positive Control,NEB Sol B,1.8,NEB Sol B,1.8,NEB Sol A,NEB Sol B,3.5,AR-931,5.9,1.2,10.0,3.0890052356020945,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,0.0,plamGFP,Unknown,MFG,True,0.7456581785923381,2.2220924661919494,1.012149126084368,0.0095192573060834,5.495331001348169
MFG-132-Ribosome-PURE-Activity-QC-F2,F2,2026-01-30 00:00:00,MFG-132-Ribosome-PURE-Activity-QC,Ribosome-AR-964-QC,Sample,AR-931,1.8,AR-964,1.8,AR-895,AR-901,3.5,AR-889,5.9,1.2,10.0,3.206521739130435,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,deGFP,Unknown,MFG,True,0.7553461826576062,3.505708033035323,0.735469197159964,0.0050509671711725,5.545309940439288
MFG-132-Ribosome-PURE-Activity-QC-F4,F4,2026-01-30 00:00:00,MFG-132-Ribosome-PURE-Activity-QC,Ribosome-AR-965-QC,Sample,AR-931,1.8,AR-965,1.8,AR-895,AR-901,3.5,AR-889,5.9,1.2,10.0,3.206521739130435,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,deGFP,Unknown,MFG,True,0.7000367685312163,3.3540099314207388,0.7229958702620701,0.0062031278381474,6.015555555555555
MFG-132-Ribosome-PURE-Activity-QC-F6,F6,2026-01-30 00:00:00,MFG-132-Ribosome-PURE-Activity-QC,Ribosome-AR-966-QC,Sample,AR-931,1.8,AR-966,1.8,AR-895,AR-901,3.5,AR-889,5.9,1.2,10.0,3.206521739130435,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,deGFP,Unknown,MFG,True,0.4338882137348507,4.200292296669105,0.6253136781807055,0.0021266064351614,4.231175693011677
Ribosome-MFG-147-AR-1011-1012-Activity-Assay-B12,B12,2026-02-25 00:00:00,Ribosome-MFG-147-AR-1011-1012-Activity-Assay,Positive Control,Positive Control,NEB Sol B,1.8,NEB Sol B,1.8,NEB Sol A,NEB Sol B,3.5,SH pT7-deGFP,5.55,3.0,10.0,3.016304347826087,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,0.0,deGFP,Unknown,MFG,True,1.4049551796722646,2.886901847107285,0.9728096461229176,0.0126381078302667,6.011666666666667
Ribosome-MFG-147-AR-1011-1012-Activity-Assay-B6,B6,2026-02-25 00:00:00,Ribosome-MFG-147-AR-1011-1012-Activity-Assay,Ribosome AR-1011,Sample,AR-975,1.8,AR-1011,1.8,AR-976,AR-957,3.5,SH pT7-deGFP,5.55,1.2,10.0,3.016304347826087,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,deGFP,Unknown,MFG,True,1.1677451848552078,3.7830263776738167,0.7250447272583627,0.0102927940377341,5.751223106999998
Ribosome-MFG-147-AR-1011-1012-Activity-Assay-B8,B8,2026-02-25 00:00:00,Ribosome-MFG-147-AR-1011-1012-Activity-Assay,Ribosome AR-1012,Sample,AR-975,1.8,AR-1011,1.8,AR-976,AR-957,3.5,SH pT7-deGFP,5.55,1.2,10.0,3.016304347826087,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,deGFP,Unknown,MFG,True,1.1692473307547704,3.733714239870944,0.7337149794375284,0.0110472249444456,6.011666666666667
Ribosome-MFG-147-AR-1011-1012-Activity-Assay-D12,D12,2026-02-25 00:00:00,Ribosome-MFG-147-AR-1011-1012-Activity-Assay,Positive Control,Positive Control,NEB Sol B,1.8,NEB Sol B,1.8,NEB Sol A,NEB Sol B,3.5,SH pT7-deGFP,5.55,3.0,10.0,3.016304347826087,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,0.0,deGFP,Unknown,MFG,True,1.410627930373101,2.7632743811670646,0.9687161273033752,0.0156596245103693,5.782768605328859
Ribosome-MFG-147-AR-1011-1012-Activity-Assay-D6,D6,2026-02-25 00:00:00,Ribosome-MFG-147-AR-1011-1012-Activity-Assay,Ribosome AR-1011,Sample,AR-975,1.8,AR-1011,1.8,AR-976,AR-957,3.5,SH pT7-deGFP,5.55,1.2,10.0,3.016304347826087,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,deGFP,Unknown,MFG,True,1.1874429974586442,4.050942015004505,0.7135903857564013,0.0092810294614364,6.011666666666667
Ribosome-MFG-147-AR-1011-1012-Activity-Assay-D8,D8,2026-02-25 00:00:00,Ribosome-MFG-147-AR-1011-1012-Activity-Assay,Ribosome AR-1012,Sample,AR-975,1.8,AR-1011,1.8,AR-976,AR-957,3.5,SH pT7-deGFP,5.55,1.2,10.0,3.016304347826087,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,deGFP,Unknown,MFG,True,1.1294385471323725,3.6551963085956247,0.7398542072625305,0.0112611463130212,6.011666666666667
Ribosome-MFG-147-AR-1011-1012-Activity-Assay-F12,F12,2026-02-25 00:00:00,Ribosome-MFG-147-AR-1011-1012-Activity-Assay,Positive Control,Positive Control,NEB Sol B,1.8,NEB Sol B,1.8,NEB Sol A,NEB Sol B,3.5,SH pT7-deGFP,5.55,3.0,10.0,3.016304347826087,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,0.0,deGFP,Unknown,MFG,True,1.205017129163954,2.516083181120118,1.0095158500240229,0.0150308736926898,6.011666666666667
Ribosome-MFG-147-AR-1011-1012-Activity-Assay-F6,F6,2026-02-25 00:00:00,Ribosome-MFG-147-AR-1011-1012-Activity-Assay,Ribosome AR-1011,Sample,AR-975,1.8,AR-1011,1.8,AR-976,AR-957,3.5,SH pT7-deGFP,5.55,1.2,10.0,3.016304347826087,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,deGFP,Unknown,MFG,True,1.1542680533169072,3.826140676413257,0.7204042234706357,0.0104673526248697,6.011666666666667
Ribosome-MFG-147-AR-1011-1012-Activity-Assay-F8,F8,2026-02-25 00:00:00,Ribosome-MFG-147-AR-1011-1012-Activity-Assay,Ribosome AR-1012,Sample,AR-975,1.8,AR-1011,1.8,AR-976,AR-957,3.5,SH pT7-deGFP,5.55,1.2,10.0,3.016304347826087,8.0,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,Cytation5,1705168,ext,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,deGFP,Unknown,MFG,True,1.1503035408986146,3.4555354011230763,0.7458576063244374,0.0128234438378585,6.011666666666667
20260309-DiscoveryPlate-R1-G10,G10,2026-03-09 00:00:00,20260309-DiscoveryPlate-R1,DiscoveryPlate-R1-G10,Sample,AR-975,1.950000051,AR-905,1.799999951,20260309-DiscoveryPlate-R1-SMS,AR-902,3.5,AR-854,0.0,0.0,10.0,2.996187423,24.969,100.0,60.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.000003,Cytation5,1705168.0,ext,M,AR-977,AR-954,AR-953,AR-970,AR-971,AR-972,AR-973,AR-702,Unknown,AR-959,AR-967,AR-969,Unknown,Unknown,0.0,deGFP,Unknown,Labcraft,True,0.0152440525813834,3.976068717962921,0.9215366815494423,0.0001027596626636,4.21111347462088
20260309-DiscoveryPlate-R1-G11,G11,2026-03-09 00:00:00,20260309-DiscoveryPlate-R1,DiscoveryPlate-R1-G11,Sample,AR-975,1.950000051,AR-905,1.799999951,20260309-DiscoveryPlate-R1-SMS,AR-902,3.5,AR-854,0.0,0.0,10.0,2.996187423,12.469,49.0,72.5,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.000003,Cytation5,1705168.0,ext,M,AR-977,AR-954,AR-953,AR-970,AR-971,AR-972,AR-973,AR-702,Unknown,AR-959,AR-967,AR-969,Unknown,Unknown,0.0,deGFP,Unknown,Labcraft,True,0.0216995899368362,3.7155646202150328,0.7676288823068954,0.0005720781182827,4.1902243381258115
20260309-DiscoveryPlate-R1-G12,G12,2026-03-09 00:00:00,20260309-DiscoveryPlate-R1,DiscoveryPlate-R1-G12,Sample,AR-975,1.950000051,AR-905,1.799999951,20260309-DiscoveryPlate-R1-SMS,AR-902,3.5,AR-854,0.0,0.0,10.0,2.996187423,14.969,20.0,140.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.000003,Cytation5,1705168.0,ext,M,AR-977,AR-954,AR-953,AR-970,AR-971,AR-972,AR-973,AR-702,Unknown,AR-959,AR-967,AR-969,Unknown,Unknown,0.0,deGFP,Unknown,Labcraft,True,0.6355038476490915,3.2030241493597034,1.1060826802559782,0.0036730373136485,6.006388888888889
20260309-DiscoveryPlate-R1-G13,G13,2026-03-09 00:00:00,20260309-DiscoveryPlate-R1,DiscoveryPlate-R1-G13,Sample,AR-975,1.555191326,AR-905,1.799999951,20260309-DiscoveryPlate-R1-SMS,AR-902,3.5,AR-854,0.0,0.0,10.0,1.00000002,17.469,100.0,175.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.000003,Cytation5,1705168.0,ext,M,AR-977,AR-954,AR-953,AR-970,AR-971,AR-972,AR-973,AR-702,Unknown,AR-959,AR-967,AR-969,Unknown,Unknown,0.0,deGFP,Unknown,Labcraft,False,0.0005240625418927,,,,
20260309-DiscoveryPlate-R1-G14,G14,2026-03-09 00:00:00,20260309-DiscoveryPlate-R1,DiscoveryPlate-R1-G14,Sample,AR-975,1.763142289,AR-905,1.799999951,20260309-DiscoveryPlate-R1-SMS,AR-902,3.5,AR-854,0.0,0.0,10.0,1.00000002,4.969,0.0,62.5,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.000003,Cytation5,1705168.0,ext,M,AR-977,AR-954,AR-953,AR-970,AR-971,AR-972,AR-973,AR-702,Unknown,AR-959,AR-967,AR-969,Unknown,Unknown,0.0,deGFP,Unknown,Labcraft,True,0.0119792917341848,3.434096235814502,0.7551252080228962,9.219768806543386e-05,4.163042152314052
20260309-DiscoveryPlate-R1-G15,G15,2026-03-09 00:00:00,20260309-DiscoveryPlate-R1,DiscoveryPlate-R1-G15,Sample,AR-975,1.828292141,AR-905,1.799999951,20260309-DiscoveryPlate-R1-SMS,AR-902,3.5,AR-854,0.0,0.0,10.0,5.000000045,14.969,20.0,140.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.000003,Cytation5,1705168.0,ext,M,AR-977,AR-954,AR-953,AR-970,AR-971,AR-972,AR-973,AR-702,Unknown,AR-959,AR-967,AR-969,Unknown,Unknown,0.0,deGFP,Unknown,Labcraft,True,0.6608295777112586,3.1827475062943225,1.0571745487214663,0.0039205599324049,6.006388888888889
20260309-DiscoveryPlate-R1-G16,G16,2026-03-09 00:00:00,20260309-DiscoveryPlate-R1,DiscoveryPlate-R1-G16,Sample,AR-975,1.950000051,AR-905,1.799999951,20260309-DiscoveryPlate-R1-SMS,AR-902,3.5,AR-854,0.0,0.0,10.0,2.996187423,12.469,0.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.000003,Cytation5,1705168.0,ext,M,AR-977,AR-954,AR-953,AR-970,AR-971,AR-972,AR-973,AR-702,Unknown,AR-959,AR-967,AR-969,Unknown,Unknown,0.0,deGFP,Unknown,Labcraft,True,0.0732961192868963,4.483094020806603,0.7569840031657828,-3.6847872721109906e-05,4.2403595743372415
20260309-DiscoveryPlate-R1-G8,G8,2026-03-09 00:00:00,20260309-DiscoveryPlate-R1,DiscoveryPlate-R1-G8,Sample,AR-975,1.833326026,AR-905,1.799999951,20260309-DiscoveryPlate-R1-SMS,AR-902,3.5,AR-854,0.0,0.0,10.0,2.996187423,12.469,0.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.000003,Cytation5,1705168.0,ext,M,AR-977,AR-954,AR-953,AR-970,AR-971,AR-972,AR-973,AR-702,Unknown,AR-959,AR-967,AR-969,Unknown,Unknown,0.0,deGFP,Unknown,Labcraft,True,0.0458224314858611,4.567463053164597,0.7514160903928098,3.819977299078408e-05,4.242609499108926
20260309-DiscoveryPlate-R1-G9,G9,2026-03-09 00:00:00,20260309-DiscoveryPlate-R1,DiscoveryPlate-R1-G9,Sample,AR-975,1.555191326,AR-905,1.799999951,20260309-DiscoveryPlate-R1-SMS,AR-902,3.5,AR-854,0.0,0.0,10.0,1.00000002,24.969,71.0,122.5,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.000003,Cytation5,1705168.0,ext,M,AR-977,AR-954,AR-953,AR-970,AR-971,AR-972,AR-973,AR-702,Unknown,AR-959,AR-967,AR-969,Unknown,Unknown,0.0,deGFP,Unknown,Labcraft,True,0.1660791368412198,2.3751643363473054,1.200110608729022,0.0024380741037275,4.039601011475781
20260309-DiscoveryPlate-R1-H10,H10,2026-03-09 00:00:00,20260309-DiscoveryPlate-R1,DiscoveryPlate-R1-H10,Sample,AR-975,1.839244265,AR-905,1.799999951,20260309-DiscoveryPlate-R1-SMS,AR-902,3.5,AR-854,0.0,0.0,10.0,1.00000002,4.969,0.0,140.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.000003,Cytation5,1705168.0,ext,M,AR-977,AR-954,AR-953,AR-970,AR-971,AR-972,AR-973,AR-702,Unknown,AR-959,AR-967,AR-969,Unknown,Unknown,0.0,deGFP,Unknown,Labcraft,True,0.0087744259643525,4.14276047941858,0.6734101888630715,3.404674657997673e-05,4.222301994487592
20260309-DiscoveryPlate-R1-H11,H11,2026-03-09 00:00:00,20260309-DiscoveryPlate-R1,DiscoveryPlate-R1-H11,Sample,AR-975,1.763142289,AR-905,1.799999951,20260309-DiscoveryPlate-R1-SMS,AR-902,3.5,AR-854,0.0,0.0,10.0,1.00000002,12.469,49.0,72.5,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.000003,Cytation5,1705168.0,ext,M,AR-977,AR-954,AR-953,AR-970,AR-971,AR-972,AR-973,AR-702,Unknown,AR-959,AR-967,AR-969,Unknown,Unknown,0.0,deGFP,Unknown,Labcraft,False,0.0021929547509809,,,,
20260309-DiscoveryPlate-R1-H12,H12,2026-03-09 00:00:00,20260309-DiscoveryPlate-R1,DiscoveryPlate-R1-H12,Sample,AR-975,2.030823266,AR-905,1.799999951,20260309-DiscoveryPlate-R1-SMS,AR-902,3.5,AR-854,0.0,0.0,10.0,1.00000002,12.469,49.0,72.5,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.000003,Cytation5,1705168.0,ext,M,AR-977,AR-954,AR-953,AR-970,AR-971,AR-972,AR-973,AR-702,Unknown,AR-959,AR-967,AR-969,Unknown,Unknown,0.0,deGFP,Unknown,Labcraft,False,0.0027020782916738,,,,
20260309-DiscoveryPlate-R1-H13,H13,2026-03-09 00:00:00,20260309-DiscoveryPlate-R1,DiscoveryPlate-R1-H13,Sample,AR-975,1.975896497,AR-905,1.799999951,20260309-DiscoveryPlate-R1-SMS,AR-902,3.5,AR-854,0.0,0.0,10.0,1.049452172,4.969,0.0,140.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.000003,Cytation5,1705168.0,ext,M,AR-977,AR-954,AR-953,AR-970,AR-971,AR-972,AR-973,AR-702,Unknown,AR-959,AR-967,AR-969,Unknown,Unknown,0.0,deGFP,Unknown,Labcraft,True,0.0064901698255604,3.928514027452207,0.6729037415724741,8.286216219215124e-05,4.207187180521228
20260309-DiscoveryPlate-R1-H14,H14,2026-03-09 00:00:00,20260309-DiscoveryPlate-R1,DiscoveryPlate-R1-H14,Sample,AR-975,1.975896497,AR-905,1.799999951,20260309-DiscoveryPlate-R1-SMS,AR-902,3.5,AR-854,0.0,0.0,10.0,1.049452172,4.969,0.0,62.5,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.000003,Cytation5,1705168.0,ext,M,AR-977,AR-954,AR-953,AR-970,AR-971,AR-972,AR-973,AR-702,Unknown,AR-959,AR-967,AR-969,Unknown,Unknown,0.0,deGFP,Unknown,Labcraft,True,0.0109526668987931,3.0864708880937384,1.254540837892267,-0.0003233813485991,4.125874179455407
20260309-DiscoveryPlate-R1-H15,H15,2026-03-09 00:00:00,20260309-DiscoveryPlate-R1,DiscoveryPlate-R1-H15,Sample,AR-975,1.763142289,AR-905,1.799999951,20260309-DiscoveryPlate-R1-SMS,AR-902,3.5,AR-854,0.0,0.0,10.0,1.00000002,24.969,71.0,122.5,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.000003,Cytation5,1705168.0,ext,M,AR-977,AR-954,AR-953,AR-970,AR-971,AR-972,AR-973,AR-702,Unknown,AR-959,AR-967,AR-969,Unknown,Unknown,0.0,deGFP,Unknown,Labcraft,True,0.166297030861571,2.1899660860686203,1.2320438175878052,0.0029957329945469,4.013985290392049
20260309-DiscoveryPlate-R1-H16,H16,2026-03-09 00:00:00,20260309-DiscoveryPlate-R1,DiscoveryPlate-R1-H16,Sample,AR-975,2.030823266,AR-905,1.799999951,20260309-DiscoveryPlate-R1-SMS,AR-902,3.5,AR-854,0.0,0.0,10.0,1.00000002,19.969,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.000003,Cytation5,1705168.0,ext,M,AR-977,AR-954,AR-953,AR-970,AR-971,AR-972,AR-973,AR-702,Unknown,AR-959,AR-967,AR-969,Unknown,Unknown,0.0,deGFP,Unknown,Labcraft,True,0.3257273021031966,2.070272951142975,1.593146323291051,0.0019970662632462,3.975657034133528
20260309-DiscoveryPlate-R1-H8,H8,2026-03-09 00:00:00,20260309-DiscoveryPlate-R1,DiscoveryPlate-R1-H8,Sample,AR-975,1.828292141,AR-905,1.799999951,20260309-DiscoveryPlate-R1-SMS,AR-902,3.5,AR-854,0.0,0.0,10.0,5.000000045,14.969,20.0,140.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.000003,Cytation5,1705168.0,ext,M,AR-977,AR-954,AR-953,AR-970,AR-971,AR-972,AR-973,AR-702,Unknown,AR-959,AR-967,AR-969,Unknown,Unknown,0.0,deGFP,Unknown,Labcraft,True,0.6096269098112536,2.948326034726566,1.139262163039625,0.0036652732737723,5.536605315445565
20260309-DiscoveryPlate-R1-H9,H9,2026-03-09 00:00:00,20260309-DiscoveryPlate-R1,DiscoveryPlate-R1-H9,Sample,AR-975,1.799999952,AR-905,1.799999951,20260309-DiscoveryPlate-R1-SMS,AR-902,3.5,AR-854,0.0,0.0,10.0,2.996187423,4.969,0.0,140.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.000003,Cytation5,1705168.0,ext,M,AR-977,AR-954,AR-953,AR-970,AR-971,AR-972,AR-973,AR-702,Unknown,AR-959,AR-967,AR-969,Unknown,Unknown,0.0,deGFP,Unknown,Labcraft,True,0.0073331570118496,3.791118675885204,0.589656983476015,0.0001675542716419,4.196332031352838
20260309-DiscoveryPlate-R1-I10,I10,2026-03-09 00:00:00,20260309-DiscoveryPlate-R1,DiscoveryPlate-R1-I10,Sample,AR-975,1.799999952,AR-905,1.799999951,20260309-DiscoveryPlate-R1-SMS,AR-902,3.5,AR-854,0.0,0.0,10.0,5.000000045,19.969,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.000003,Cytation5,1705168.0,ext,M,AR-977,AR-954,AR-953,AR-970,AR-971,AR-972,AR-973,AR-702,Unknown,AR-959,AR-967,AR-969,Unknown,Unknown,0.0,deGFP,Unknown,Labcraft,True,0.6737529301698867,2.9501500894481665,1.3914415628333676,0.0014760930715252,4.106914949120963
20260309-DiscoveryPlate-R1-I11,I11,2026-03-09 00:00:00,20260309-DiscoveryPlate-R1,DiscoveryPlate-R1-I11,Sample,AR-975,1.799999952,AR-905,1.799999951,20260309-DiscoveryPlate-R1-SMS,AR-902,3.5,AR-854,0.0,0.0,10.0,5.000000045,19.969,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.000003,Cytation5,1705168.0,ext,M,AR-977,AR-954,AR-953,AR-970,AR-971,AR-972,AR-973,AR-702,Unknown,AR-959,AR-967,AR-969,Unknown,Unknown,0.0,deGFP,Unknown,Labcraft,True,0.6019192097450331,2.279266091198778,1.594262631891654,0.0029572331770476,4.00246400051255
20260309-DiscoveryPlate-R1-I12,I12,2026-03-09 00:00:00,20260309-DiscoveryPlate-R1,DiscoveryPlate-R1-I12,Sample,AR-975,1.799999952,AR-905,1.799999951,20260309-DiscoveryPlate-R1-SMS,AR-902,3.5,AR-854,0.0,0.0,10.0,5.000000045,17.469,100.0,175.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.000003,Cytation5,1705168.0,ext,M,AR-977,AR-954,AR-953,AR-970,AR-971,AR-972,AR-973,AR-702,Unknown,AR-959,AR-967,AR-969,Unknown,Unknown,0.0,deGFP,Unknown,Labcraft,True,0.0315007354930642,3.95355605701368,0.8384032988035559,0.0005320113229544,4.209155090572061
20260309-DiscoveryPlate-R1-I13,I13,2026-03-09 00:00:00,20260309-DiscoveryPlate-R1,DiscoveryPlate-R1-I13,Sample,AR-975,1.975896497,AR-905,1.799999951,20260309-DiscoveryPlate-R1-SMS,AR-902,3.5,AR-854,0.0,0.0,10.0,1.049452172,19.969,20.0,100.0,2.0,2.0,0.3,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.000003,Cytation5,1705168.0,ext,M,AR-977,AR-954,AR-953,AR-970,AR-971,AR-972,AR-973,AR-702,Unknown,AR-959,AR-967,AR-969,Unknown,Unknown,0.0,deGFP,Unknown,Labcraft,True,0.3253141072960075,2.049801009115237,1.5754331865005362,0.0024225209609717,3.9738674133806335
