,Time,Temperature,Well,Data,Row,Column,Read,Plate,Clock Time,Reader,Name,[DNA] (nM),[PMix] (mg/mL),[Ribosome] (uM),[Magnesium acetate] (mM),[Creatine phosphate] (mM),[Potassium glutamate] (mM),[ATP] (mM),[GTP] (mM),[Amino Acids] (mM),[tRNA] (ug/uL),hepes mM,ppk uM,polyphosphate mM,ctp mM,utp mM,tcep mM,folinic_acid mM,spermidine mM,rnas_inh U/ml,[Magnesium acetate] (mM) conc_to_add,[Magnesium acetate] (mM) vol_to_pipette_ul,[Creatine phosphate] (mM) conc_to_add,[Creatine phosphate] (mM) vol_to_pipette_ul,[Potassium glutamate] (mM) conc_to_add,[Potassium glutamate] (mM) vol_to_pipette_ul,[ATP] (mM) conc_to_add,[ATP] (mM) vol_to_pipette_ul,[GTP] (mM) conc_to_add,[GTP] (mM) vol_to_pipette_ul,[Amino Acids] (mM) conc_to_add,[Amino Acids] (mM) vol_to_pipette_ul,[tRNA] (ug/uL) conc_to_add,[tRNA] (ug/uL) vol_to_pipette_ul,base_master_mix_vol_to_add_ul,total_titration_vol_to_add_ul,buffer_vol_to_add_ul,total_vol_check_ul,Type
1232,0 days 05:20:22,37.0,H11,139583,H,11,GFP-Gext,Plate 1,2026-03-19 17:22:56,Cytation5,9,5.0,1.8,1.8,6.0,8.0,95.0,2.4,2.7,0.2275,3.78,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.4,0.026,7.9,0.079,95.8,0.383,2.42,0.242,2.685,0.268,0.227,0.698,3.783,1.081,5.407,2.777,1.816,10.0,Sample
1233,0 days 05:25:22,37.0,H11,139074,H,11,GFP-Gext,Plate 1,2026-03-19 17:27:56,Cytation5,9,5.0,1.8,1.8,6.0,8.0,95.0,2.4,2.7,0.2275,3.78,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.4,0.026,7.9,0.079,95.8,0.383,2.42,0.242,2.685,0.268,0.227,0.698,3.783,1.081,5.407,2.777,1.816,10.0,Sample
1234,0 days 05:30:22,37.0,H11,138728,H,11,GFP-Gext,Plate 1,2026-03-19 17:32:56,Cytation5,9,5.0,1.8,1.8,6.0,8.0,95.0,2.4,2.7,0.2275,3.78,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.4,0.026,7.9,0.079,95.8,0.383,2.42,0.242,2.685,0.268,0.227,0.698,3.783,1.081,5.407,2.777,1.816,10.0,Sample
1235,0 days 05:35:22,37.0,H11,138395,H,11,GFP-Gext,Plate 1,2026-03-19 17:37:56,Cytation5,9,5.0,1.8,1.8,6.0,8.0,95.0,2.4,2.7,0.2275,3.78,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.4,0.026,7.9,0.079,95.8,0.383,2.42,0.242,2.685,0.268,0.227,0.698,3.783,1.081,5.407,2.777,1.816,10.0,Sample
1236,0 days 05:40:22,37.0,H11,138323,H,11,GFP-Gext,Plate 1,2026-03-19 17:42:56,Cytation5,9,5.0,1.8,1.8,6.0,8.0,95.0,2.4,2.7,0.2275,3.78,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.4,0.026,7.9,0.079,95.8,0.383,2.42,0.242,2.685,0.268,0.227,0.698,3.783,1.081,5.407,2.777,1.816,10.0,Sample
1237,0 days 05:45:22,37.0,H11,138505,H,11,GFP-Gext,Plate 1,2026-03-19 17:47:56,Cytation5,9,5.0,1.8,1.8,6.0,8.0,95.0,2.4,2.7,0.2275,3.78,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.4,0.026,7.9,0.079,95.8,0.383,2.42,0.242,2.685,0.268,0.227,0.698,3.783,1.081,5.407,2.777,1.816,10.0,Sample
1238,0 days 05:50:22,37.0,H11,138571,H,11,GFP-Gext,Plate 1,2026-03-19 17:52:56,Cytation5,9,5.0,1.8,1.8,6.0,8.0,95.0,2.4,2.7,0.2275,3.78,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.4,0.026,7.9,0.079,95.8,0.383,2.42,0.242,2.685,0.268,0.227,0.698,3.783,1.081,5.407,2.777,1.816,10.0,Sample
1239,0 days 05:55:22,37.0,H11,138091,H,11,GFP-Gext,Plate 1,2026-03-19 17:57:56,Cytation5,9,5.0,1.8,1.8,6.0,8.0,95.0,2.4,2.7,0.2275,3.78,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.4,0.026,7.9,0.079,95.8,0.383,2.42,0.242,2.685,0.268,0.227,0.698,3.783,1.081,5.407,2.777,1.816,10.0,Sample
1240,0 days 06:00:22,37.0,H11,138632,H,11,GFP-Gext,Plate 1,2026-03-19 18:02:56,Cytation5,9,5.0,1.8,1.8,6.0,8.0,95.0,2.4,2.7,0.2275,3.78,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.4,0.026,7.9,0.079,95.8,0.383,2.42,0.242,2.685,0.268,0.227,0.698,3.783,1.081,5.407,2.777,1.816,10.0,Sample
1241,0 days 00:00:22,27.7,H12,412,H,12,GFP-Gext,Plate 1,2026-03-19 12:02:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1242,0 days 00:05:22,33.8,H12,415,H,12,GFP-Gext,Plate 1,2026-03-19 12:07:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1243,0 days 00:10:22,37.0,H12,416,H,12,GFP-Gext,Plate 1,2026-03-19 12:12:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1244,0 days 00:15:22,37.0,H12,855,H,12,GFP-Gext,Plate 1,2026-03-19 12:17:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1245,0 days 00:20:22,37.0,H12,2587,H,12,GFP-Gext,Plate 1,2026-03-19 12:22:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1246,0 days 00:25:22,37.1,H12,5944,H,12,GFP-Gext,Plate 1,2026-03-19 12:27:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1247,0 days 00:30:22,37.0,H12,10347,H,12,GFP-Gext,Plate 1,2026-03-19 12:32:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1248,0 days 00:35:22,37.0,H12,15758,H,12,GFP-Gext,Plate 1,2026-03-19 12:37:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1249,0 days 00:40:22,37.0,H12,21554,H,12,GFP-Gext,Plate 1,2026-03-19 12:42:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1250,0 days 00:45:22,36.9,H12,27669,H,12,GFP-Gext,Plate 1,2026-03-19 12:47:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1251,0 days 00:50:22,37.0,H12,33966,H,12,GFP-Gext,Plate 1,2026-03-19 12:52:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1252,0 days 00:55:22,37.0,H12,40093,H,12,GFP-Gext,Plate 1,2026-03-19 12:57:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1253,0 days 01:00:22,37.0,H12,46238,H,12,GFP-Gext,Plate 1,2026-03-19 13:02:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1254,0 days 01:05:22,37.0,H12,52387,H,12,GFP-Gext,Plate 1,2026-03-19 13:07:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1255,0 days 01:10:22,37.0,H12,58374,H,12,GFP-Gext,Plate 1,2026-03-19 13:12:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1256,0 days 01:15:22,37.0,H12,64227,H,12,GFP-Gext,Plate 1,2026-03-19 13:17:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1257,0 days 01:20:22,37.0,H12,69944,H,12,GFP-Gext,Plate 1,2026-03-19 13:22:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1258,0 days 01:25:22,37.1,H12,75851,H,12,GFP-Gext,Plate 1,2026-03-19 13:27:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1259,0 days 01:30:22,37.1,H12,80822,H,12,GFP-Gext,Plate 1,2026-03-19 13:32:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1260,0 days 01:35:22,37.0,H12,86624,H,12,GFP-Gext,Plate 1,2026-03-19 13:37:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1261,0 days 01:40:22,37.0,H12,90951,H,12,GFP-Gext,Plate 1,2026-03-19 13:42:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1262,0 days 01:45:22,37.0,H12,95819,H,12,GFP-Gext,Plate 1,2026-03-19 13:47:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1263,0 days 01:50:22,36.9,H12,100162,H,12,GFP-Gext,Plate 1,2026-03-19 13:52:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1264,0 days 01:55:22,37.0,H12,104697,H,12,GFP-Gext,Plate 1,2026-03-19 13:57:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1265,0 days 02:00:22,37.0,H12,109232,H,12,GFP-Gext,Plate 1,2026-03-19 14:02:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1266,0 days 02:05:22,37.0,H12,111815,H,12,GFP-Gext,Plate 1,2026-03-19 14:07:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1267,0 days 02:10:22,37.0,H12,115864,H,12,GFP-Gext,Plate 1,2026-03-19 14:12:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1268,0 days 02:15:22,37.0,H12,119766,H,12,GFP-Gext,Plate 1,2026-03-19 14:17:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1269,0 days 02:20:22,37.0,H12,122485,H,12,GFP-Gext,Plate 1,2026-03-19 14:22:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1270,0 days 02:25:22,37.0,H12,126861,H,12,GFP-Gext,Plate 1,2026-03-19 14:27:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1271,0 days 02:30:22,37.1,H12,129188,H,12,GFP-Gext,Plate 1,2026-03-19 14:32:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1272,0 days 02:35:22,37.0,H12,132485,H,12,GFP-Gext,Plate 1,2026-03-19 14:37:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1273,0 days 02:40:22,37.0,H12,135524,H,12,GFP-Gext,Plate 1,2026-03-19 14:42:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1274,0 days 02:45:22,37.1,H12,137791,H,12,GFP-Gext,Plate 1,2026-03-19 14:47:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1275,0 days 02:50:22,37.0,H12,141040,H,12,GFP-Gext,Plate 1,2026-03-19 14:52:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1276,0 days 02:55:22,37.0,H12,143041,H,12,GFP-Gext,Plate 1,2026-03-19 14:57:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1277,0 days 03:00:22,37.0,H12,144986,H,12,GFP-Gext,Plate 1,2026-03-19 15:02:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1278,0 days 03:05:22,37.0,H12,148636,H,12,GFP-Gext,Plate 1,2026-03-19 15:07:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1279,0 days 03:10:22,37.0,H12,150666,H,12,GFP-Gext,Plate 1,2026-03-19 15:12:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1280,0 days 03:15:22,37.0,H12,152460,H,12,GFP-Gext,Plate 1,2026-03-19 15:17:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1281,0 days 03:20:22,37.0,H12,154221,H,12,GFP-Gext,Plate 1,2026-03-19 15:22:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1282,0 days 03:25:22,37.1,H12,156186,H,12,GFP-Gext,Plate 1,2026-03-19 15:27:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1283,0 days 03:30:22,36.9,H12,157827,H,12,GFP-Gext,Plate 1,2026-03-19 15:32:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1284,0 days 03:35:22,37.1,H12,159596,H,12,GFP-Gext,Plate 1,2026-03-19 15:37:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1285,0 days 03:40:22,37.0,H12,161489,H,12,GFP-Gext,Plate 1,2026-03-19 15:42:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1286,0 days 03:45:22,37.0,H12,162642,H,12,GFP-Gext,Plate 1,2026-03-19 15:47:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1287,0 days 03:50:22,37.0,H12,163871,H,12,GFP-Gext,Plate 1,2026-03-19 15:52:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1288,0 days 03:55:22,37.1,H12,165695,H,12,GFP-Gext,Plate 1,2026-03-19 15:57:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1289,0 days 04:00:22,37.0,H12,167205,H,12,GFP-Gext,Plate 1,2026-03-19 16:02:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1290,0 days 04:05:22,37.1,H12,167339,H,12,GFP-Gext,Plate 1,2026-03-19 16:07:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1291,0 days 04:10:22,37.0,H12,168444,H,12,GFP-Gext,Plate 1,2026-03-19 16:12:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1292,0 days 04:15:22,37.0,H12,170326,H,12,GFP-Gext,Plate 1,2026-03-19 16:17:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1293,0 days 04:20:22,37.0,H12,171101,H,12,GFP-Gext,Plate 1,2026-03-19 16:22:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
