ID,Note,failure,fit_param_0,fit_param_1,fit_param_2,fit_param_3,fit_param_4,DNA,PEG4K 40%,RNAse inhibitor,NEB,AlaRS,ArgRS,AsnRS,AspRS,CysRS,GlnRS,GluRS,GlyRS,HisRS,IleRS,LeuRS,LysRS,MetRS,PheRS,ProRS,SerRS,ThrRS,TrpRS,TyrRS,ValRS,IF1,IF2,IF3,EF-G,EF-Tu,EF-Ts,RF1,RF2,RF3,RRF,MTF,CK,AK,NDK,PPiase,T7RNAP,Ribosome,Magnesium acetate,Creatine phosphate,PPK,PolyP,Read_GFP-F-G35,Read_GFP-Gext,Read_GFP-M-G100,Product_plamGFP
PPK_20250612_I23_GFP-F-G35,,0.0,0.021052046,1.757721297,1.915147621,0.000224606,3.972222467,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,14.0,0.0,2.0,30.0,1.0,0.0,0.0,1.0
PPK_20250612_A19_GFP-M-G100,,1.0,2.52e-05,5.111110988,2.260546714,-4.36e-06,4.255526083,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8.0,20.0,0.0,30.0,0.0,0.0,1.0,1.0
PPK_20250612_A21_GFP-M-G100,,1.0,3.45e-05,4.345678787,3.343885134,-7.69e-06,4.236425092,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8.0,20.0,0.0,30.0,0.0,0.0,1.0,1.0
PPK_20250612_A23_GFP-M-G100,,1.0,5.16e-05,5.111111019,5.260562983,-7.43e-06,4.255492452,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8.0,20.0,0.0,30.0,0.0,0.0,1.0,1.0
PPK_20250612_C19_GFP-M-G100,,1.0,8.7e-05,4.84848501,5.843895255,-6.75e-06,4.253196475,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8.0,0.0,2.0,30.0,0.0,0.0,1.0,1.0
PPK_20250612_C21_GFP-M-G100,,1.0,6.75e-05,3.692307652,5.427226938,-7.19e-06,4.191860012,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8.0,0.0,2.0,30.0,0.0,0.0,1.0,1.0
PPK_20250612_C23_GFP-M-G100,,1.0,3.41e-05,4.444444214,2.84388145,-6.6e-06,4.241069953,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8.0,0.0,2.0,30.0,0.0,0.0,1.0,1.0
PPK_20250612_E19_GFP-M-G100,,1.0,4.09e-05,3.839999752,3.760554484,-7.94e-06,4.203838502,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,10.0,0.0,2.0,30.0,0.0,0.0,1.0,1.0
PPK_20250612_E21_GFP-M-G100,,1.0,2.86e-05,3.999999968,0.843886602,-2.33e-06,4.215290371,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,10.0,0.0,2.0,30.0,0.0,0.0,1.0,1.0
PPK_20250612_E23_GFP-M-G100,,1.0,2.95e-05,5.142857168,1.343891723,-3.64e-06,4.25585828,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,10.0,0.0,2.0,30.0,0.0,0.0,1.0,1.0
PPK_20250612_G19_GFP-M-G100,,1.0,7.58e-05,2.909090557,4.84389168,-8.66e-06,4.107604871,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,12.0,0.0,2.0,30.0,0.0,0.0,1.0,1.0
PPK_20250612_G21_GFP-M-G100,,1.0,0.000224508,2.081301158,5.927224427,-9.67e-06,4.005680263,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,12.0,0.0,2.0,30.0,0.0,0.0,1.0,1.0
PPK_20250612_G23_GFP-M-G100,,1.0,8.99e-05,2.550723405,3.010549631,-5.29e-06,4.062826078,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,12.0,0.0,2.0,30.0,0.0,0.0,1.0,1.0
PPK_20250612_I19_GFP-M-G100,,0.0,0.005391984,1.634797346,2.260239347,8.28e-05,3.961910136,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,14.0,0.0,2.0,30.0,0.0,0.0,1.0,1.0
PPK_20250612_I21_GFP-M-G100,,0.0,0.005851523,1.672758516,2.260204329,7.55e-05,3.964972893,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,14.0,0.0,2.0,30.0,0.0,0.0,1.0,1.0
PPK_20250612_I23_GFP-M-G100,,0.0,0.009283069,1.725399608,2.009925398,6.55e-05,3.969457438,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,14.0,0.0,2.0,30.0,0.0,0.0,1.0,1.0
PPK_20250613_I1_GFP-F-G35,,0.0,0.008974612,1.377843692,2.499635315,0.00011721,3.941732098,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,14.0,0.0,2.0,30.0,1.0,0.0,0.0,1.0
PPK_20250613_I4_GFP-F-G35,,0.0,0.007559945,1.336832585,2.583048879,0.000115494,3.939800457,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,14.0,0.0,2.0,30.0,1.0,0.0,0.0,1.0
PPK_20250613_I7_GFP-F-G35,,0.0,0.011109086,1.579384053,2.416113944,6.73e-05,3.954190003,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,14.0,0.0,2.0,30.0,1.0,0.0,0.0,1.0
PPK_20250613_K1_GFP-F-G35,,0.0,0.055501111,4.609334134,0.934610472,0.00088268,4.243902295,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,16.0,0.0,2.0,30.0,1.0,0.0,0.0,1.0
PPK_20250613_K4_GFP-F-G35,,0.0,0.054909552,4.614706634,0.923347497,0.000868869,4.243993282,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,16.0,0.0,2.0,30.0,1.0,0.0,0.0,1.0
PPK_20250613_K7_GFP-F-G35,,0.0,0.054887179,4.6328282,0.913237928,0.000867154,4.244675509,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,16.0,0.0,2.0,30.0,1.0,0.0,0.0,1.0
PPK_20250613_M1_GFP-F-G35,,0.0,0.058405103,4.67693971,0.930216173,0.000986059,4.245856932,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,18.0,0.0,2.0,30.0,1.0,0.0,0.0,1.0
PPK_20250613_M4_GFP-F-G35,,0.0,0.055378798,4.79218467,0.907763067,0.000868478,4.250240045,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,18.0,0.0,2.0,30.0,1.0,0.0,0.0,1.0
PPK_20250613_M7_GFP-F-G35,,0.0,0.052713883,4.846884327,0.894593799,0.000774039,4.251661235,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,18.0,0.0,2.0,30.0,1.0,0.0,0.0,1.0
PPK_20250613_O1_GFP-F-G35,,0.0,0.050589906,4.79596331,0.964137015,0.000723992,4.251031084,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,20.0,0.0,2.0,30.0,1.0,0.0,0.0,1.0
PPK_20250613_O4_GFP-F-G35,,0.0,0.050972422,4.721502832,0.9499264,0.000821205,4.246027328,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,20.0,0.0,2.0,30.0,1.0,0.0,0.0,1.0
PPK_20250613_O7_GFP-F-G35,,0.0,0.046453508,4.855639303,0.940909725,0.00067404,4.250974996,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,20.0,0.0,2.0,30.0,1.0,0.0,0.0,1.0
PPK_20250613_I1_GFP-M-G100,,0.0,0.003570786,1.491740549,2.58956973,1.91e-05,3.9483201,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,14.0,0.0,2.0,30.0,0.0,0.0,1.0,1.0
PPK_20250613_I4_GFP-M-G100,,0.0,0.003010463,1.380800084,2.589603839,4.31e-05,3.942029417,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,14.0,0.0,2.0,30.0,0.0,0.0,1.0,1.0
PPK_20250613_I7_GFP-M-G100,,0.0,0.004328209,1.555136295,2.422842916,3.56e-05,3.952544522,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,14.0,0.0,2.0,30.0,0.0,0.0,1.0,1.0
PPK_20250613_K1_GFP-M-G100,,0.0,0.028795578,4.179505421,1.004811707,0.000465509,4.224615384,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,16.0,0.0,2.0,30.0,0.0,0.0,1.0,1.0
PPK_20250613_K4_GFP-M-G100,,0.0,0.028715688,4.142281331,1.004805853,0.000446574,4.222343499,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,16.0,0.0,2.0,30.0,0.0,0.0,1.0,1.0
PPK_20250613_K7_GFP-M-G100,,0.0,0.028294249,4.189525403,1.004806214,0.000378776,4.225227146,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,16.0,0.0,2.0,30.0,0.0,0.0,1.0,1.0
PPK_20250613_M1_GFP-M-G100,,0.0,0.027877485,4.227530067,1.004812384,0.000455321,4.227435174,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,18.0,0.0,2.0,30.0,0.0,0.0,1.0,1.0
PPK_20250613_M4_GFP-M-G100,,0.0,0.028614492,4.348313217,1.004829894,0.000350905,4.23388062,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,18.0,0.0,2.0,30.0,0.0,0.0,1.0,1.0
PPK_20250613_M7_GFP-M-G100,,0.0,0.027551126,4.398715712,0.938849443,0.000475814,4.236140069,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,18.0,0.0,2.0,30.0,0.0,0.0,1.0,1.0
PPK_20250613_O1_GFP-M-G100,,0.0,0.025876058,4.452371718,1.088010232,0.000185589,4.238815705,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,20.0,0.0,2.0,30.0,0.0,0.0,1.0,1.0
PPK_20250613_O4_GFP-M-G100,,0.0,0.024158119,4.507690714,1.088007365,0.000143445,4.241115529,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,20.0,0.0,2.0,30.0,0.0,0.0,1.0,1.0
PPK_20250613_O7_GFP-M-G100,,0.0,0.02270797,4.544701311,0.973642289,0.000383354,4.243020617,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,20.0,0.0,2.0,30.0,0.0,0.0,1.0,1.0
PPK_20250616_A1_GFP-Gext,,0.0,0.057207718,2.78803884,1.431383881,0.000383001,3.940843597,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8.0,20.0,0.0,0.0,0.0,1.0,0.0,1.0
PPK_20250616_A4_GFP-Gext,,0.0,0.060267106,2.781648007,1.431384876,0.000405199,3.941432887,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8.0,20.0,0.0,0.0,0.0,1.0,0.0,1.0
