experiment_id,Plate,Well,Read,Experiment,Name,Type,PMix ID,Ribosome ID,SMS ID,tRNA ID,DNA ID,SMS Vol (uL),Water vol (uL),Reader,HasCP,Gain,Read Type,Read_new,[HEPES] (mM),[ATP] (mM),[GTP] (mM),[CTP] (mM),[UTP] (mM),[tRNA] (ug/uL),[TCEP] (mM),[Folinic acid] (mM),[Spermidine] (mM),[Amino acid mix] (mM),[DNA] (ng/uL),DNA MW (MDa),[DNA] (nM),Product,[PEG4K 40%] (%),[RNAse Inhib stock] (U/mL),[RNAse Inhib] (U/mL),IsNEB,Date,[PMix stock] (mg/mL),[Ribosome stock] (uM),[tRNA stock] (ug/uL),[DNA stock] (ng/uL),PMix Vol (uL),[PMix] (mg/mL),Ribosome Vol (uL),[Ribosome] (uM),tRNA Vol (uL),DNA Vol (uL),RNase Inhib Vol (uL),Rxn Volume (uL),[Magnesium acetate] (mM),[Creatine phosphate] (mM),[PPK] (uM),[PolyP] (mM),[Potassium glutamate] (mM),sigmoid_steady_state (ng/uL),sigmoid_rate (1/h),sigmoid_time_offset (h),failure
PPK_20250612_I19,5,I19,GFP-M-G100,PPK_20250612,PolyP + PPK + 14 mM Mg,Sample,,,,,,,,Cytation3,0.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-12,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,14.0,0.0,2.0,30.0,100.0,5.490792456484133,1.7009646574376693,2.3527228210836535,False
PPK_20250612_I21,5,I21,GFP-M-G100,PPK_20250612,PolyP + PPK + 14 mM Mg,Sample,,,,,,,,Cytation3,0.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-12,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,14.0,0.0,2.0,30.0,100.0,5.967736166576239,1.715593495708395,2.3308422182336073,False
PPK_20250612_I23,5,I23,GFP-M-G100,PPK_20250612,PolyP + PPK + 14 mM Mg,Sample,,,,,,,,Cytation3,0.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-12,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,14.0,0.0,2.0,30.0,100.0,9.426942441820975,1.7285424084367997,2.010440592250893,False
PPK_20250613_I1,6,I1,GFP-F-G35,PPK_20250613,14 mM Mg,Sample,,,,,,,,Cytation3,0.0,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-13,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,14.0,0.0,2.0,30.0,100.0,9.136101087943109,1.4189841364811868,2.602477252367404,False
PPK_20250613_I4,6,I4,GFP-F-G35,PPK_20250613,14 mM Mg,Sample,,,,,,,,Cytation3,0.0,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-13,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,14.0,0.0,2.0,30.0,100.0,7.690161714053275,1.4131003898232122,2.71312992859581,False
PPK_20250613_I7,6,I7,GFP-F-G35,PPK_20250613,14 mM Mg,Sample,,,,,,,,Cytation3,0.0,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-13,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,14.0,0.0,2.0,30.0,100.0,11.086439728162206,1.599566499925077,2.4166685838881894,False
PPK_20250613_K1,6,K1,GFP-F-G35,PPK_20250613,16 mM Mg,Sample,,,,,,,,Cytation3,0.0,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-13,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,16.0,0.0,2.0,30.0,100.0,55.5050476748481,4.0455244715464,1.010971029003707,False
PPK_20250613_K4,6,K4,GFP-F-G35,PPK_20250613,16 mM Mg,Sample,,,,,,,,Cytation3,0.0,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-13,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,16.0,0.0,2.0,30.0,100.0,54.809647598362,4.067545370892525,0.9979335431810872,False
PPK_20250613_K7,6,K7,GFP-F-G35,PPK_20250613,16 mM Mg,Sample,,,,,,,,Cytation3,0.0,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-13,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,16.0,0.0,2.0,30.0,100.0,54.60139556571914,4.149867566509623,0.9840346464257045,False
PPK_20250613_M1,6,M1,GFP-F-G35,PPK_20250613,18 mM Mg,Sample,,,,,,,,Cytation3,0.0,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-13,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,18.0,0.0,2.0,30.0,100.0,58.285094344288744,4.211509786989665,1.0060746158673848,False
PPK_20250613_M4,6,M4,GFP-F-G35,PPK_20250613,18 mM Mg,Sample,,,,,,,,Cytation3,0.0,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-13,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,18.0,0.0,2.0,30.0,100.0,55.027839701505776,4.374603419088824,0.9736793068081375,False
PPK_20250613_M7,6,M7,GFP-F-G35,PPK_20250613,18 mM Mg,Sample,,,,,,,,Cytation3,0.0,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-13,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,18.0,0.0,2.0,30.0,100.0,51.659654690141025,4.888820076204026,0.941982874254678,False
PPK_20250613_O1,6,O1,GFP-F-G35,PPK_20250613,20 mM Mg,Sample,,,,,,,,Cytation3,0.0,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-13,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,20.0,0.0,2.0,30.0,100.0,50.10209704471275,4.814967872968696,1.0156912726678862,False
PPK_20250613_O4,6,O4,GFP-F-G35,PPK_20250613,20 mM Mg,Sample,,,,,,,,Cytation3,0.0,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-13,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,20.0,0.0,2.0,30.0,100.0,50.501167451671456,4.73915051592746,1.01017421476,False
PPK_20250613_O7,6,O7,GFP-F-G35,PPK_20250613,20 mM Mg,Sample,,,,,,,,Cytation3,0.0,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-13,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,20.0,0.0,2.0,30.0,100.0,45.98338762159493,4.879422090293627,0.9923643538126852,False
PPK_20250613_I1,6,I1,GFP-M-G100,PPK_20250613,14 mM Mg,Sample,,,,,,,,Cytation3,0.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-13,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,14.0,0.0,2.0,30.0,100.0,3.5956920398497374,1.5331514856616104,2.589722496521374,False
PPK_20250613_I4,6,I4,GFP-M-G100,PPK_20250613,14 mM Mg,Sample,,,,,,,,Cytation3,0.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-13,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,14.0,0.0,2.0,30.0,100.0,3.018505328143757,1.427350318279447,2.5897228130152254,False
PPK_20250613_I7,6,I7,GFP-M-G100,PPK_20250613,14 mM Mg,Sample,,,,,,,,Cytation3,0.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-13,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,14.0,0.0,2.0,30.0,100.0,4.4019133367891135,1.5552280290009686,2.4230563895683366,False
PPK_20250613_K1,6,K1,GFP-M-G100,PPK_20250613,16 mM Mg,Sample,,,,,,,,Cytation3,0.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-13,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,16.0,0.0,2.0,30.0,100.0,28.5725186551089,3.8842344731437723,1.05914958882801,False
PPK_20250613_K4,6,K4,GFP-M-G100,PPK_20250613,16 mM Mg,Sample,,,,,,,,Cytation3,0.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-13,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,16.0,0.0,2.0,30.0,100.0,29.21039294597199,3.5888647590370026,1.0774328603769343,False
PPK_20250613_K7,6,K7,GFP-M-G100,PPK_20250613,16 mM Mg,Sample,,,,,,,,Cytation3,0.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-13,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,16.0,0.0,2.0,30.0,100.0,28.636118833573516,3.7068476199431175,1.054083985392464,False
PPK_20250613_M1,6,M1,GFP-M-G100,PPK_20250613,18 mM Mg,Sample,,,,,,,,Cytation3,0.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-13,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,18.0,0.0,2.0,30.0,100.0,28.14036060848382,3.8412652650043255,1.0692342604922445,False
PPK_20250613_M4,6,M4,GFP-M-G100,PPK_20250613,18 mM Mg,Sample,,,,,,,,Cytation3,0.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-13,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,18.0,0.0,2.0,30.0,100.0,28.359305494693935,4.158279076972531,1.0234681018166143,False
PPK_20250613_M7,6,M7,GFP-M-G100,PPK_20250613,18 mM Mg,Sample,,,,,,,,Cytation3,0.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-13,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,18.0,0.0,2.0,30.0,100.0,27.285786034411892,4.4587579355267275,0.9985036800250942,False
PPK_20250613_O1,6,O1,GFP-M-G100,PPK_20250613,20 mM Mg,Sample,,,,,,,,Cytation3,0.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-13,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,20.0,0.0,2.0,30.0,100.0,26.11893744869126,4.096020403583791,1.0762355922884959,False
PPK_20250613_O4,6,O4,GFP-M-G100,PPK_20250613,20 mM Mg,Sample,,,,,,,,Cytation3,0.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-13,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,20.0,0.0,2.0,30.0,100.0,24.475293946274356,4.083880331563768,1.0647358987988305,False
PPK_20250613_O7,6,O7,GFP-M-G100,PPK_20250613,20 mM Mg,Sample,,,,,,,,Cytation3,0.0,100,M,GFP-M-G100,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2025-06-13,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,20.0,0.0,2.0,30.0,100.0,22.50519750362625,4.620173178389495,1.0289071174719637,False
PPK_20250616_A1,7,A1,GFP-M-Gext,PPK_20250616,PURE w/CP 8mM Mg 2+,Sample,,,,,,,,Cytation5,1.0,ext,M,GFP-M-Gext,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-16,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,8.0,20.0,0.0,0.0,100.0,56.09666675515914,2.979131000542812,1.4709622761434595,False
PPK_20250616_A4,7,A4,GFP-M-Gext,PPK_20250616,PURE w/CP 8mM Mg 2+,Sample,,,,,,,,Cytation5,1.0,ext,M,GFP-M-Gext,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-16,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,8.0,20.0,0.0,0.0,100.0,59.29813636402283,2.9611655637504875,1.468948591241914,False
PPK_20250616_A7,7,A7,GFP-M-Gext,PPK_20250616,PURE w/CP 8mM Mg 2+,Sample,,,,,,,,Cytation5,1.0,ext,M,GFP-M-Gext,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-16,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,8.0,20.0,0.0,0.0,100.0,54.79977164721992,2.8905969820758597,1.4731103778116816,False
PPK_20250616_E1,7,E1,GFP-M-Gext,PPK_20250616,PURE w/PPK + Polyp 18mM Mg 2+,Sample,,,,,,,,Cytation5,0.0,ext,M,GFP-M-Gext,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-16,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,18.0,0.0,2.0,30.0,100.0,12.886339601355274,3.0780249118629293,1.1465295949820948,False
PPK_20250616_E4,7,E4,GFP-M-Gext,PPK_20250616,PURE w/PPK + Polyp 18mM Mg 2+,Sample,,,,,,,,Cytation5,0.0,ext,M,GFP-M-Gext,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-16,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,18.0,0.0,2.0,30.0,100.0,13.045767216211136,2.9913124041678487,1.1904614551480555,False
PPK_20250616_E7,7,E7,GFP-M-Gext,PPK_20250616,PURE w/PPK + Polyp 18mM Mg 2+,Sample,,,,,,,,Cytation5,0.0,ext,M,GFP-M-Gext,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-16,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,18.0,0.0,2.0,30.0,100.0,12.540840619395976,3.027670472352501,1.1730302999002453,False
PPK_20250616_G1,7,G1,GFP-M-Gext,PPK_20250616,PURE w/CP + PPK + Polyp 18mM Mg 2+,Sample,,,,,,,,Cytation5,1.0,ext,M,GFP-M-Gext,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-16,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,18.0,20.0,2.0,30.0,100.0,114.11767510029226,2.501160718687324,1.6095298591795644,False
PPK_20250616_G4,7,G4,GFP-M-Gext,PPK_20250616,PURE w/CP + PPK + Polyp 18mM Mg 2+,Sample,,,,,,,,Cytation5,1.0,ext,M,GFP-M-Gext,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-16,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,18.0,20.0,2.0,30.0,100.0,112.83334500276845,2.5115565225304333,1.598835985243857,False
PPK_20250616_G7,7,G7,GFP-M-Gext,PPK_20250616,PURE w/CP + PPK + Polyp 18mM Mg 2+,Sample,,,,,,,,Cytation5,1.0,ext,M,GFP-M-Gext,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,5.725714286,1.911,2.996187486,plamGFP,2.0,0.0,0.0,1.0,2026-06-16,15.0,10.0,35.0,120.0,1.2,1.8,1.8,1.8,1.0,0.477142857,0.0,10.0,18.0,20.0,2.0,30.0,100.0,110.5163357946161,2.5429587675597154,1.5834261757569768,False
Mg_K_screen-20251105_090558_A1,8,A1,GFP-F-G35,Mg_K_screen-20251105_090558,Mg 4; K 17,Sample,,,,,,,,Synergy 2,,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,,1.851,5.0,plamGFP,0.0,40000.0,2000.0,1.0,2025-11-05,15.0,10.0,,,,1.8,,1.8,,,,5.0,7.0,20.0,0.0,0.0,100.0,34.35991541696411,2.1189917017100712,1.423245178049889,False
Mg_K_screen-20251105_090558_A2,8,A2,GFP-F-G35,Mg_K_screen-20251105_090558,Mg 4; K 34,Sample,,,,,,,,Synergy 2,,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,,1.851,5.0,plamGFP,0.0,40000.0,2000.0,1.0,2025-11-05,15.0,10.0,,,,1.8,,1.8,,,,5.0,7.0,20.0,0.0,0.0,120.0,44.283727586602005,2.1054388292236283,1.4504699791495264,False
Mg_K_screen-20251105_090558_A3,8,A3,GFP-F-G35,Mg_K_screen-20251105_090558,Mg 4; K 51,Sample,,,,,,,,Synergy 2,,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,,1.851,5.0,plamGFP,0.0,40000.0,2000.0,1.0,2025-11-05,15.0,10.0,,,,1.8,,1.8,,,,5.0,7.0,20.0,0.0,0.0,140.0,51.93148732772012,2.093026302372597,1.4765665884960588,False
Mg_K_screen-20251105_090558_B1,8,B1,GFP-F-G35,Mg_K_screen-20251105_090558,Mg 4; K 34,Sample,,,,,,,,Synergy 2,,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,,1.851,5.0,plamGFP,0.0,40000.0,2000.0,1.0,2025-11-05,15.0,10.0,,,,1.8,,1.8,,,,5.0,7.0,20.0,0.0,0.0,120.0,36.23095768816541,2.093843886488457,1.4607748705285102,False
Mg_K_screen-20251105_090558_B2,8,B2,GFP-F-G35,Mg_K_screen-20251105_090558,Mg 4; K 17,Sample,,,,,,,,Synergy 2,,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,,1.851,5.0,plamGFP,0.0,40000.0,2000.0,1.0,2025-11-05,15.0,10.0,,,,1.8,,1.8,,,,5.0,7.0,20.0,0.0,0.0,100.0,32.92119756926079,2.0652178192030903,1.4245042960886554,False
Mg_K_screen-20251105_090558_B3,8,B3,GFP-F-G35,Mg_K_screen-20251105_090558,Mg 8; K 17,Sample,,,,,,,,Synergy 2,,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,,1.851,5.0,plamGFP,0.0,40000.0,2000.0,1.0,2025-11-05,15.0,10.0,,,,1.8,,1.8,,,,5.0,9.0,20.0,0.0,0.0,100.0,28.11864843373179,2.298428047712314,1.375698936286041,False
Mg_K_screen-20251105_090558_C1,8,C1,GFP-F-G35,Mg_K_screen-20251105_090558,Mg 4; K 51,Sample,,,,,,,,Synergy 2,,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,,1.851,5.0,plamGFP,0.0,40000.0,2000.0,1.0,2025-11-05,15.0,10.0,,,,1.8,,1.8,,,,5.0,7.0,20.0,0.0,0.0,140.0,47.45487601523061,2.0822469983999925,1.463887748014099,False
Mg_K_screen-20251105_090558_C2,8,C2,GFP-F-G35,Mg_K_screen-20251105_090558,Mg 20; K 51,Sample,,,,,,,,Synergy 2,,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,,1.851,5.0,plamGFP,0.0,40000.0,2000.0,1.0,2025-11-05,15.0,10.0,,,,1.8,,1.8,,,,5.0,15.0,20.0,0.0,0.0,140.0,3.814848666827222,2.049574117206804,1.709346766449654,False
Mg_K_screen-20251105_090558_C3,8,C3,GFP-F-G35,Mg_K_screen-20251105_090558,Mg 8; K 34,Sample,,,,,,,,Synergy 2,,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,,1.851,5.0,plamGFP,0.0,40000.0,2000.0,1.0,2025-11-05,15.0,10.0,,,,1.8,,1.8,,,,5.0,9.0,20.0,0.0,0.0,120.0,34.19633267965034,2.23360370628633,1.4189392028849956,False
Mg_K_screen-20251105_090558_D1,8,D1,GFP-F-G35,Mg_K_screen-20251105_090558,Mg 8; K 17,Sample,,,,,,,,Synergy 2,,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,,1.851,5.0,plamGFP,0.0,40000.0,2000.0,1.0,2025-11-05,15.0,10.0,,,,1.8,,1.8,,,,5.0,9.0,20.0,0.0,0.0,100.0,21.68270204764396,2.3792873364348877,1.3455502538797757,False
Mg_K_screen-20251105_090558_D2,8,D2,GFP-F-G35,Mg_K_screen-20251105_090558,Mg 20; K 34,Sample,,,,,,,,Synergy 2,,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,,1.851,5.0,plamGFP,0.0,40000.0,2000.0,1.0,2025-11-05,15.0,10.0,,,,1.8,,1.8,,,,5.0,15.0,20.0,0.0,0.0,120.0,1.3212929173112955,1.505226375333808,1.5833340049292146,False
Mg_K_screen-20251105_090558_D3,8,D3,GFP-F-G35,Mg_K_screen-20251105_090558,Mg 8; K 51,Sample,,,,,,,,Synergy 2,,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,,1.851,5.0,plamGFP,0.0,40000.0,2000.0,1.0,2025-11-05,15.0,10.0,,,,1.8,,1.8,,,,5.0,9.0,20.0,0.0,0.0,140.0,41.03976644643205,2.1810314014489895,1.4564554457782357,False
Mg_K_screen-20251105_090558_E1,8,E1,GFP-F-G35,Mg_K_screen-20251105_090558,Mg 8; K 34,Sample,,,,,,,,Synergy 2,,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,,1.851,5.0,plamGFP,0.0,40000.0,2000.0,1.0,2025-11-05,15.0,10.0,,,,1.8,,1.8,,,,5.0,9.0,20.0,0.0,0.0,120.0,25.81982836646953,2.3193966788213625,1.3728602532917207,False
Mg_K_screen-20251105_090558_E2,8,E2,GFP-F-G35,Mg_K_screen-20251105_090558,Mg 20; K 17,Sample,,,,,,,,Synergy 2,,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,,1.851,5.0,plamGFP,0.0,40000.0,2000.0,1.0,2025-11-05,15.0,10.0,,,,1.8,,1.8,,,,5.0,15.0,20.0,0.0,0.0,100.0,0.9924753138126283,1.438759634156037,1.6666670316856618,False
Mg_K_screen-20251105_090558_E3,8,E3,GFP-F-G35,Mg_K_screen-20251105_090558,Mg 12; K 17,Sample,,,,,,,,Synergy 2,,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,,1.851,5.0,plamGFP,0.0,40000.0,2000.0,1.0,2025-11-05,15.0,10.0,,,,1.8,,1.8,,,,5.0,11.0,20.0,0.0,0.0,100.0,9.149197281162861,2.1098984065206765,1.5654509698354822,False
Mg_K_screen-20251105_090558_E4,8,E4,GFP-F-G35,Mg_K_screen-20251105_090558,Mg 20; K 51,Sample,,,,,,,,Synergy 2,,35,F,GFP-F-G35,50.0,2.0,2.0,1.0,1.0,3.5,1.0,0.02,2.0,0.3,,1.851,5.0,plamGFP,0.0,40000.0,2000.0,1.0,2025-11-05,15.0,10.0,,,,1.8,,1.8,,,,5.0,15.0,20.0,0.0,0.0,140.0,1.756279471275696,1.635738627155716,1.5000017826022896,True
